Train Acc,Val Acc,Train F1,Val F1,Train AUC,Val AUC
0.94665,0.3997,0.9466776647598409,0.3993664118060683,0.9997486237370268,0.9363796513731079
0.93805,0.3998,0.9380696478001788,0.3980513457616262,0.9996390302312795,0.935739558608795
0.932175,0.4085,0.9322102993849563,0.4060785313673416,0.9995982324189496,0.9378075331762894
0.92755,0.4118,0.9275366761408733,0.41166663023014116,0.9995363467490291,0.9400255550794921
0.9285,0.4122,0.9285367130603247,0.41051065383434343,0.999512369709146,0.9377499655700503
