Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Train F1,Val F1,Train AUC,Val AUC,Epoch Time
1,0.15161068172079242,0.19802926691847234,0.9586111388718359,0.9522585803209411,0.9559153463704659,0.9497318377916539,0.9646533527723777,0.9672699573730409,58.20392298698425
2,0.09268448306694116,0.07758496700187832,0.9739445769027597,0.9782422477299982,0.9727454719373186,0.9774563303792685,0.9848334580980449,0.9904492871284489,59.69000768661499
3,0.07596491385723324,0.07645729792569458,0.977585197664292,0.9772714293872423,0.9767279872129816,0.9766324871102273,0.9900272675485857,0.992402066007022,60.01579427719116
4,0.06428067965760453,0.059982246665766695,0.9810973259283583,0.9826394837530695,0.9804618333765277,0.9822931200782675,0.9927200812734795,0.9938908772580852,59.872042179107666
5,0.05680792778943023,0.06329102364681444,0.9831246519994861,0.9811547027582662,0.9826432237087248,0.9810198953184839,0.9941420206216636,0.9941723741258206,59.76985287666321
6,0.05112718004184737,0.05978068352224863,0.985009208628985,0.9820113071783451,0.9846424028386002,0.981533626285924,0.9954942323491507,0.9947869753600308,59.77121639251709
7,0.04598546643740366,0.06740183213192046,0.986122810273689,0.9804123122608646,0.985783503649175,0.979042846813809,0.9962705539745489,0.9929720172823082,59.504645347595215
8,0.041613948812918765,0.05314687117390389,0.9870079808117871,0.9845240134772428,0.9867105758781839,0.9842849279646211,0.9971959896460888,0.9962259120328156,59.742900133132935
9,0.03625864864664033,0.05303773894756489,0.9886069985580287,0.9862372223174005,0.9884003311001797,0.9857521620812083,0.998000150317829,0.9951505764477062,60.30102729797363
10,0.03307727936157727,0.05961053902631707,0.9896063846494296,0.983952943863857,0.989410508236251,0.983543320968937,0.9983757933382785,0.994870051504327,60.39789032936096
11,0.029255439984382525,0.056018753862900686,0.9904915551875276,0.9842955856318886,0.9903407821217647,0.9840893931347425,0.9989029563450785,0.9960009472708098,60.57850098609924
12,0.027269517174126158,0.05267863773042336,0.991119740730694,0.9855519387813374,0.9910241939532668,0.9847486104572634,0.9990168422428833,0.9966148232984524,60.458627700805664
13,0.025418197792331735,0.04824154561935298,0.9915480490555801,0.9871509336988179,0.9914486470899062,0.9867932645942702,0.9991946788268067,0.9974335364633001,60.47516202926636
14,0.020681673389039274,0.05107127747415177,0.9930185743043559,0.9869225058534635,0.9929443640805486,0.9870868056717578,0.9993960442892325,0.9971715251643181,60.209978103637695
15,0.02016109694507091,0.05003106884295495,0.9930471281926816,0.9864656501627549,0.9929772372206799,0.9864038598173637,0.9994730405641112,0.9966480422865386,60.46626901626587
16,0.018813990262514044,0.04941417698057565,0.9938609140099653,0.9874364685055108,0.9938086081357909,0.987469119077009,0.9995588524272965,0.9969649735711611,60.52504849433899
17,0.017276693755551083,0.04843049966625021,0.9944605456648059,0.9881217520415738,0.9944257988568567,0.9880831931074672,0.9995789013313591,0.9972109550641847,60.13944435119629
18,0.01543389483535456,0.05898012287469061,0.9944890995531317,0.9847524413225972,0.9944619450647698,0.9842719949531183,0.999715039791823,0.9960097706253599,60.14500594139099
19,0.015522191658550018,0.056572256438122054,0.9946604228830861,0.9863514362400777,0.9946293790391799,0.9860871740402802,0.9996947075297135,0.9961318012044543,60.097163915634155
20,0.01427680950110287,0.06373537070894135,0.9949745156546693,0.9858374735880304,0.9949396672563771,0.9858346204046712,0.9997257794718498,0.9956786349281206,59.952969551086426
21,0.012832022690848188,0.06374346477114026,0.9958168553602786,0.9880646450802353,0.9958054025929832,0.9878343731082575,0.9998007851923232,0.995641913771981,59.88759183883667
22,0.01312165368343144,0.056242134251078824,0.9957454706394643,0.9876648963508652,0.99572081028465,0.9873710858022984,0.9996894481268079,0.9964050654996732,59.82187247276306
23,0.013046471496181352,0.05333132252392045,0.9953457162029039,0.9879504311575581,0.9953211793578757,0.9879146176837769,0.9997822129983056,0.9972477442534491,59.89170169830322
24,0.010624442346554266,0.0567867174231651,0.9967305797867024,0.9886357146936211,0.996717862350361,0.9885002820497559,0.9998243838111286,0.9967889203454028,59.82072901725769
25,0.009808141786299828,0.06835299878854581,0.9966163642333995,0.9884072868482668,0.996603700600623,0.9882150053579905,0.9998566351525906,0.9953831452300331,59.98521947860718
26,0.01288690629210424,0.0591786641989861,0.9959881786902332,0.9887499286162983,0.9959714486007483,0.9885276413202225,0.999769211681334,0.9945302629321361,59.74382448196411
27,0.00940758609236856,0.05939830581223261,0.9968019645075168,0.9886357146936211,0.9967894695494393,0.9885258283026371,0.9998633174842348,0.995795514422799,59.77606439590454
28,0.009895382990416526,0.06059778751681149,0.9966449181217252,0.985209297013306,0.9966312432855313,0.9850229351659021,0.9997361735088797,0.9968100617240074,59.72834515571594
