Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Train F1,Val F1,Train AUC,Val AUC,Epoch Time
1,4.098530521205827,4.77771683618532,0.07426470588235294,0.06,0.06213074406614938,0.03988312066724962,0.7539332696084429,0.7407414001978924,114.92154479026794
2,3.415893425660975,3.1955768926769283,0.18012254901960784,0.216,0.16295904227085403,0.2010959581089419,0.8646416499873404,0.8955878277349478,115.47142744064331
3,2.9407807329589244,2.95377931358121,0.26875,0.26811111111111113,0.2540101584929863,0.25378186395521274,0.9093503726580695,0.914852536032792,114.8122308254242
4,2.5594623019648535,2.63820888387396,0.3481127450980392,0.34244444444444444,0.3356038726859487,0.3337874543800416,0.9355648045315718,0.9330230488902083,115.05684161186218
5,2.2329228545170205,2.9825080185071795,0.4209803921568627,0.2962222222222222,0.41182833460518536,0.2753955830184747,0.9532302691412792,0.9260624349451024,115.46124744415283
6,1.903974830122555,2.9685687139524637,0.49387254901960786,0.32055555555555554,0.48719478617713285,0.3198343019614047,0.9677094167050874,0.9251717198001623,115.01141405105591
7,1.555339039260266,2.9500982600746424,0.5697549019607843,0.3418888888888889,0.5653601812058721,0.3383133821136908,0.9798878115151481,0.9287275776473785,115.12699913978577
8,1.1655363080548304,2.404963050750976,0.670514705882353,0.44666666666666666,0.6683866130852544,0.4446293195820521,0.9894871416256814,0.9495772099886263,115.69845867156982
9,0.7546909954734877,2.651131641357503,0.7792156862745098,0.4431111111111111,0.7782252432848002,0.44022809449221356,0.9959565910854021,0.9476487587185274,114.94111680984497
10,0.43155719525089453,3.0155245454598827,0.8720343137254902,0.42444444444444446,0.8718569764383199,0.4238584689874708,0.9988196933955598,0.9438382832530805,115.67745876312256
11,0.25850057496159684,3.421916743119558,0.9225245098039215,0.3998888888888889,0.9224466781110384,0.39992876036079483,0.9996063076909231,0.9387911937301563,115.8636908531189
12,0.19561563861866793,3.648334582646688,0.9407107843137255,0.3998888888888889,0.9406956209986348,0.40103298055869485,0.9997671290533644,0.9378408426224516,115.35961890220642
13,0.16100056849347025,4.005676242476659,0.9513725490196079,0.3818888888888889,0.9513700396239025,0.3808740320991509,0.9998403746915371,0.9270337600383395,115.49197268486023
14,0.13725884138223002,3.7073906127442706,0.9572794117647059,0.4111111111111111,0.9572809122641839,0.40889912017232877,0.9998776029607693,0.9382420729374946,114.92403626441956
15,0.11967916714684929,3.96231165929889,0.962671568627451,0.3958888888888889,0.9626657139654742,0.3975404455811436,0.9999099526309984,0.9327205420145727,115.1670093536377
16,0.1079328444253142,4.052893762892865,0.96625,0.4077777777777778,0.9662463323860608,0.4028387510632341,0.9999167778556033,0.9344154337669692,115.70127272605896
17,0.10857618439540852,4.091710474896939,0.9666176470588236,0.39444444444444443,0.9666159753757825,0.38684486678731667,0.99991466101851,0.9329662524780113,115.30656361579895
18,0.07749698172378189,4.415211932033512,0.9763725490196078,0.37777777777777777,0.9763734375298356,0.3763543524295952,0.99995877016245,0.9274737211432627,115.2324538230896
19,0.08777049548074822,4.2061603678033705,0.9715931372549019,0.396,0.9715900018843869,0.3987699523109801,0.9999477973549621,0.9319001473399243,115.61159420013428
20,0.08166973034832992,4.147135684253477,0.9749019607843137,0.4067777777777778,0.9749016252554619,0.40300902716133785,0.9999507798555594,0.9341127339867218,115.20441508293152
21,0.06729456593638615,4.179984059316892,0.98,0.4028888888888889,0.9799993504003878,0.402391715234323,0.9999644450517176,0.9321284713003196,115.62712287902832
22,0.07153549318265755,4.10856369032082,0.9783823529411765,0.4187777777777778,0.9783821361260431,0.4185817955051978,0.9999635660642175,0.9379341791106035,115.6563138961792
23,0.06080852160650287,5.119278777575662,0.9803676470588235,0.34933333333333333,0.9803691690907705,0.3523491948718135,0.9999749530649621,0.9116515983919765,114.89691662788391
