Epoch,Train Loss,Val Loss,Train Acc,Val Acc,Train F1,Val F1,Train AUC,Val AUC,Epoch Time
1,4.397925007764031,4.2566391559357335,0.03727941176470588,0.057,0.02503487063062626,0.032299941954098674,0.6660836075734627,0.7111627545239937,100.64462208747864
2,4.1835680436153035,4.243504525921869,0.06105392156862745,0.06466666666666666,0.04619222130237474,0.04072578985306142,0.7344609146934676,0.7404912890907478,100.60301470756531
3,3.9599901900571934,4.592499336452349,0.09370098039215687,0.06233333333333333,0.07637856056560627,0.042918665473757465,0.7847559071483206,0.7369912244712338,100.99052262306213
4,3.7450854355681176,3.7406920346807926,0.1296078431372549,0.13466666666666666,0.11096672567032112,0.10829516555458132,0.8200929515532893,0.8264750630183048,100.8237931728363
5,3.5505096652461035,3.938895827489542,0.1640686274509804,0.11133333333333334,0.14549007355267443,0.0965450228704431,0.8469995700414895,0.8163431918437731,101.35770297050476
6,3.3185214975768447,3.555589973503816,0.19973039215686275,0.16733333333333333,0.1822479829376669,0.15120495043383167,0.8755991884748388,0.8615543529693436,101.01304483413696
7,3.0935043585534188,3.601033537945849,0.24110294117647058,0.1837777777777778,0.22560502316271538,0.1708009944603202,0.8974679469606958,0.8682718859973997,100.35181045532227
8,2.8908999693627453,3.3097907905037522,0.278921568627451,0.21877777777777777,0.2642970506942219,0.20793169584287208,0.9143818167889196,0.8872758492955793,100.52531242370605
9,2.701735438646055,3.125777761986915,0.3161764705882353,0.24488888888888888,0.30401167731318507,0.2356487538134511,0.9278215807629081,0.8983691986878134,100.49918675422668
10,2.4972068924062394,3.4789357413636877,0.3597549019607843,0.22366666666666668,0.3486229732687199,0.2011145883119095,0.9409319588014736,0.8839909411178349,100.21122407913208
11,2.268957563381569,3.1788817770937654,0.41360294117647056,0.25522222222222224,0.4038638228520738,0.25088765745838904,0.9532010754349878,0.9012274366921535,100.83194375038147
12,1.9963389758502736,3.2795205285363163,0.4700735294117647,0.25266666666666665,0.4631372995156716,0.24711348650475257,0.9659197179155083,0.8988707035348316,100.95453953742981
13,1.6623260178752974,3.3362061808295285,0.5475,0.261,0.5427481170771821,0.2542951052297087,0.9780480965727092,0.9016333815698307,100.72482991218567
14,1.2860695885676963,3.462256552057063,0.641936274509804,0.26411111111111113,0.6392488152766871,0.26136778256540505,0.9878362135743173,0.898995034400396,100.80872178077698
15,0.9083618647444482,3.714736447266653,0.7425,0.26955555555555555,0.7411862152044456,0.26888664095003534,0.9944361129328527,0.8966886413463668,101.11783623695374
16,0.602858819213568,4.201973675836062,0.8266666666666667,0.25733333333333336,0.8262410669026383,0.2535055743994895,0.9977423558120725,0.8884031596613865,101.26944518089294
17,0.42225524098849765,4.6316418022128705,0.8775245098039216,0.23633333333333334,0.8773633138548543,0.23358501034685605,0.9989989118297207,0.8808916902835284,101.05367255210876
18,0.3191681404119613,4.6643625210362964,0.9067156862745098,0.24244444444444443,0.9066525502314801,0.24063847222707413,0.9994212523350289,0.8820752227598355,101.14556908607483
19,0.2739278269515318,5.062665749948921,0.919485294117647,0.23622222222222222,0.9194565813499852,0.22968060269534124,0.999571867680238,0.879462027669622,101.38123202323914
20,0.2352550298881297,4.796656279699177,0.9300490196078431,0.261,0.9300277219234959,0.25605531526544933,0.9996855331173665,0.8864524017161579,101.1343765258789
21,0.20911100591660714,5.227812616537649,0.9387254901960784,0.23966666666666667,0.9387076574910802,0.24050893065929738,0.9997461448577597,0.8765006830944517,100.7824010848999
22,0.18837372768305097,5.312124709711007,0.9442647058823529,0.23833333333333334,0.9442584707044935,0.2393829024887094,0.9998020698621436,0.880645051895048,101.03917646408081
23,0.16663559761117486,5.602631920618369,0.9518872549019608,0.22922222222222222,0.9518874819709724,0.228612970559639,0.9998360714822969,0.8729166044894935,100.79258441925049
24,0.1536782721488499,5.47830169589807,0.9539705882352941,0.24122222222222223,0.9539665291060282,0.23483273541888738,0.9998640621863214,0.8808917920502278,100.9571328163147
